Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID
494.15,937.737,449.885,µm,Spot,Position,1,525
464.605,930.822,455.62,µm,Spot,Position,1,526
482.254,934.115,460.655,µm,Spot,Position,1,527
452.235,926.229,465.531,µm,Spot,Position,1,528
499.713,936.136,465.772,µm,Spot,Position,1,529
469.306,929.763,471.334,µm,Spot,Position,1,530
558.757,941.103,408.404,µm,Spot,Position,1,531
512.988,940.382,411.74,µm,Spot,Position,1,532
530.044,942.023,415.952,µm,Spot,Position,1,533
547.516,941.853,419.944,µm,Spot,Position,1,534
565.107,940.75,423.937,µm,Spot,Position,1,535
518.547,941.421,427.645,µm,Spot,Position,1,536
536.071,941.937,431.692,µm,Spot,Position,1,537
553.424,941.217,435.739,µm,Spot,Position,1,538
571.401,938.885,439.215,µm,Spot,Position,1,539
523.979,941.054,443.175,µm,Spot,Position,1,540
541.915,940.716,447.6,µm,Spot,Position,1,541
560.013,938.682,451.43,µm,Spot,Position,1,542
511.864,939.121,454.811,µm,Spot,Position,1,543
529.731,939.109,459.215,µm,Spot,Position,1,544
548.222,937.832,463.132,µm,Spot,Position,1,545
566.074,934.72,466.49,µm,Spot,Position,1,546
517.607,936.751,470.584,µm,Spot,Position,1,547
576.022,939.367,412.428,µm,Spot,Position,1,548
592.42,936.334,414.886,µm,Spot,Position,1,549
609.518,932.242,417.156,µm,Spot,Position,1,550
626.591,926.355,418.77,µm,Spot,Position,1,551
582.475,937.819,427.156,µm,Spot,Position,1,552
598.9,934.443,429.466,µm,Spot,Position,1,553
615.975,929.436,431.335,µm,Spot,Position,1,554
632.908,922.739,432.752,µm,Spot,Position,1,555
588.189,935.482,441.889,µm,Spot,Position,1,556
605.489,930.701,444.338,µm,Spot,Position,1,557
621.839,925.092,445.781,µm,Spot,Position,1,558
638.878,918.149,446.599,µm,Spot,Position,1,559
576.963,935.368,454.197,µm,Spot,Position,1,560
594.101,931.326,456.648,µm,Spot,Position,1,561
627.849,919.958,459.316,µm,Spot,Position,1,562
610.91,926.198,458.492,µm,Spot,Position,1,563
582.442,931.178,468.751,µm,Spot,Position,1,564
600.016,926.5,471,µm,Spot,Position,1,565
617.113,920.593,472.244,µm,Spot,Position,1,566
687.741,892.429,419.491,µm,Spot,Position,1,567
642.608,919.675,419.629,µm,Spot,Position,1,568
673.66,902.52,420.071,µm,Spot,Position,1,569
658.453,911.457,420.218,µm,Spot,Position,1,570
692.873,887.819,432.831,µm,Spot,Position,1,571
678.767,897.958,433.366,µm,Spot,Position,1,572
664.22,906.994,433.589,µm,Spot,Position,1,573
648.86,915.218,433.505,µm,Spot,Position,1,574
684.575,891.95,446.676,µm,Spot,Position,1,575
670.211,901.156,447.102,µm,Spot,Position,1,576
654.797,910.005,447.087,µm,Spot,Position,1,577
689.981,885.163,459.396,µm,Spot,Position,1,578
675.44,894.749,459.98,µm,Spot,Position,1,579
660.271,903.948,460.466,µm,Spot,Position,1,580
644.811,912.353,460.213,µm,Spot,Position,1,581
680.336,887.835,472.334,µm,Spot,Position,1,582
368.584,104.449,481.937,µm,Spot,Position,1,583
374.231,106.073,497.335,µm,Spot,Position,1,584
442.352,77.3477,475.491,µm,Spot,Position,1,585
396.439,90.7067,476.99,µm,Spot,Position,1,586
413.395,86.1855,482.435,µm,Spot,Position,1,587
431.4,82.7225,486.636,µm,Spot,Position,1,588
385.465,98.0201,487.348,µm,Spot,Position,1,589
402.427,92.9411,492.659,µm,Spot,Position,1,590
419.675,89.2396,497.819,µm,Spot,Position,1,591
437.822,86.5438,501.658,µm,Spot,Position,1,592
391.185,100.792,503.054,µm,Spot,Position,1,593
408.652,96.6102,508.27,µm,Spot,Position,1,594
426.467,93.3343,512.915,µm,Spot,Position,1,595
444.965,91.7243,516.449,µm,Spot,Position,1,596
397.369,104.621,518.459,µm,Spot,Position,1,597
415.506,100.822,522.749,µm,Spot,Position,1,598
433.588,98.4574,527.222,µm,Spot,Position,1,599
422.469,106.595,537.29,µm,Spot,Position,1,600
506.535,73.2022,472.881,µm,Spot,Position,1,601
460.267,75.9307,479.519,µm,Spot,Position,1,602
477.703,75.6202,482.314,µm,Spot,Position,1,603
495.429,76.2635,485.131,µm,Spot,Position,1,604
449.131,80.6298,490.657,µm,Spot,Position,1,605
467.018,80.1535,494.093,µm,Spot,Position,1,606
484.178,80.3865,496.989,µm,Spot,Position,1,607
502.16,81.5241,499.11,µm,Spot,Position,1,608
455.865,85.189,505.79,µm,Spot,Position,1,609
473.31,85.3663,508.402,µm,Spot,Position,1,610
491.01,85.8859,510.413,µm,Spot,Position,1,611
508.807,87.8698,512.269,µm,Spot,Position,1,612
462.785,91.1872,519.804,µm,Spot,Position,1,613
480.07,91.3834,522.15,µm,Spot,Position,1,614
498.103,92.6684,523.86,µm,Spot,Position,1,615
452.062,97.635,530.107,µm,Spot,Position,1,616
469.285,97.6581,532.893,µm,Spot,Position,1,617
487.247,98.4807,535.079,µm,Spot,Position,1,618
505.166,100.464,536.348,µm,Spot,Position,1,619
524.23,75.3088,474.284,µm,Spot,Position,1,620
541.671,78.5546,475.569,µm,Spot,Position,1,621
559.139,83.1507,476.309,µm,Spot,Position,1,622
513.074,77.6739,486.643,µm,Spot,Position,1,623
530.566,80.85,487.81,µm,Spot,Position,1,624
548.112,84.6882,488.842,µm,Spot,Position,1,625
565.269,89.6549,488.998,µm,Spot,Position,1,626
519.835,83.8267,500.277,µm,Spot,Position,1,627
537.834,87.1677,501.477,µm,Spot,Position,1,628
555.044,91.6036,501.654,µm,Spot,Position,1,629
571.675,96.8621,501.26,µm,Spot,Position,1,630
526.771,90.5315,513.606,µm,Spot,Position,1,631
544.404,94.3176,514.014,µm,Spot,Position,1,632
561.713,99.4595,513.775,µm,Spot,Position,1,633
515.677,94.9927,524.713,µm,Spot,Position,1,634
533.491,98.6743,525.746,µm,Spot,Position,1,635
550.52,102.944,525.599,µm,Spot,Position,1,636
522.924,103.327,537.339,µm,Spot,Position,1,637
607.915,101.759,474.651,µm,Spot,Position,1,638
592.29,94.718,475.508,µm,Spot,Position,1,639
575.822,88.3901,476.262,µm,Spot,Position,1,640
598.435,101.994,487.515,µm,Spot,Position,1,641
582.284,95.5015,488.886,µm,Spot,Position,1,642
588.212,103.152,500.209,µm,Spot,Position,1,643
578.095,105.07,512.715,µm,Spot,Position,1,644
301.676,148.133,479.527,µm,Spot,Position,1,645
278.197,170.637,479.144,µm,Spot,Position,1,646
291.36,159.78,487.186,µm,Spot,Position,1,647
305.276,149.497,494.834,µm,Spot,Position,1,648
280.998,171.452,494.495,µm,Spot,Position,1,649
294.946,161.21,502.801,µm,Spot,Position,1,650
309.978,151.437,510.55,µm,Spot,Position,1,651
299.96,163.511,517.871,µm,Spot,Position,1,652
315.264,154.534,525.446,µm,Spot,Position,1,653
305.238,166.772,532.526,µm,Spot,Position,1,654
352.537,111.567,475.643,µm,Spot,Position,1,655
326.473,128.933,478.313,µm,Spot,Position,1,656
341.493,120.68,485.325,µm,Spot,Position,1,657
315.773,138.651,487.294,µm,Spot,Position,1,658
357.416,112.55,491.607,µm,Spot,Position,1,659
330.87,130.202,494.045,µm,Spot,Position,1,660
346.492,121.809,500.843,µm,Spot,Position,1,661
320.369,140.463,502.526,µm,Spot,Position,1,662
363.498,114.949,507.203,µm,Spot,Position,1,663
336.066,131.848,509.792,µm,Spot,Position,1,664
380.186,109.06,512.678,µm,Spot,Position,1,665
352.363,124.103,515.958,µm,Spot,Position,1,666
325.208,142.797,517.977,µm,Spot,Position,1,667
368.911,118.75,522.444,µm,Spot,Position,1,668
341.411,135.059,524.736,µm,Spot,Position,1,669
358.326,128.073,531.174,µm,Spot,Position,1,670
331.129,146.375,532.814,µm,Spot,Position,1,671
375.578,122.876,537.004,µm,Spot,Position,1,672
386.059,113.436,528.061,µm,Spot,Position,1,673
404.092,109.365,533.118,µm,Spot,Position,1,674
567.859,108.682,525.319,µm,Spot,Position,1,675
574.067,117.834,535.962,µm,Spot,Position,1,676
557.242,112.064,536.824,µm,Spot,Position,1,677
622.926,110.087,472.851,µm,Spot,Position,1,678
629.051,118.207,484.108,µm,Spot,Position,1,679
614.236,109.582,486.233,µm,Spot,Position,1,680
635.19,127.557,495.227,µm,Spot,Position,1,681
619.847,118.309,497.288,µm,Spot,Position,1,682
604.973,110.371,499.491,µm,Spot,Position,1,683
625.893,127.923,507.723,µm,Spot,Position,1,684
610.556,119.738,510.155,µm,Spot,Position,1,685
594.704,111.715,511.795,µm,Spot,Position,1,686
631.277,137.921,517.71,µm,Spot,Position,1,687
616.373,129.949,520.231,µm,Spot,Position,1,688
600.746,121.6,522.677,µm,Spot,Position,1,689
584.268,114.128,523.97,µm,Spot,Position,1,690
636.163,148.396,526.819,µm,Spot,Position,1,691
621.723,140.006,529.91,µm,Spot,Position,1,692
606.71,131.728,532.305,µm,Spot,Position,1,693
590.533,124.031,534.309,µm,Spot,Position,1,694
670.558,149.826,476.124,µm,Spot,Position,1,695
657.308,138.123,479.2,µm,Spot,Position,1,696
643.922,127.97,481.987,µm,Spot,Position,1,697
675.1,159.786,485.371,µm,Spot,Position,1,698
662.534,148.044,489.207,µm,Spot,Position,1,699
649.021,137.294,492.207,µm,Spot,Position,1,700
679.58,169.8,494.345,µm,Spot,Position,1,701
667.328,158.336,498.343,µm,Spot,Position,1,702
654.274,147.301,501.778,µm,Spot,Position,1,703
639.976,137.402,505.052,µm,Spot,Position,1,704
671.523,168.831,507.234,µm,Spot,Position,1,705
659.158,157.64,510.889,µm,Spot,Position,1,706
645.326,147.433,514.521,µm,Spot,Position,1,707
663.347,168.747,519.565,µm,Spot,Position,1,708
650.38,158.32,523.52,µm,Spot,Position,1,709
655.065,169.561,531.77,µm,Spot,Position,1,710
641.187,159.496,535.25,µm,Spot,Position,1,711
238.508,221.076,473.468,µm,Spot,Position,1,712
231.019,235.056,478.42,µm,Spot,Position,1,713
248.185,207.047,483.594,µm,Spot,Position,1,714
239.902,220.737,488.66,µm,Spot,Position,1,715
232.342,235.268,493.528,µm,Spot,Position,1,716
250.527,208.222,498.513,µm,Spot,Position,1,717
242.199,222.081,503.921,µm,Spot,Position,1,718
234.948,236.446,508.927,µm,Spot,Position,1,719
245.494,224.719,518.819,µm,Spot,Position,1,720
250.332,227.645,533.662,µm,Spot,Position,1,721
256.562,194.39,477.509,µm,Spot,Position,1,722
268.244,182.177,486.406,µm,Spot,Position,1,723
259.206,194.544,492.641,µm,Spot,Position,1,724
271.816,183.85,501.3,µm,Spot,Position,1,725
262.491,196.885,507.739,µm,Spot,Position,1,726
285.168,173.658,509.719,µm,Spot,Position,1,727
253.468,210.505,513.79,µm,Spot,Position,1,728
275.676,186.332,516.653,µm,Spot,Position,1,729
266.887,199.168,522.619,µm,Spot,Position,1,730
289.744,176.101,524.984,µm,Spot,Position,1,731
257.669,213.018,528.197,µm,Spot,Position,1,732
280.906,189.079,531.502,µm,Spot,Position,1,733
696.752,186.261,476.955,µm,Spot,Position,1,734
686.951,172.195,481.41,µm,Spot,Position,1,735
699.798,197.338,484.78,µm,Spot,Position,1,736
690.545,183.086,489.94,µm,Spot,Position,1,737
702.799,209.66,491.235,µm,Spot,Position,1,738
694.575,194.604,497.833,µm,Spot,Position,1,739
683.646,180.92,502.541,µm,Spot,Position,1,740
697.409,206.99,504.555,µm,Spot,Position,1,741
703.877,234.342,504.257,µm,Spot,Position,1,742
687.666,192.514,510.832,µm,Spot,Position,1,743
699.802,219.688,510.848,µm,Spot,Position,1,744
676.427,180.203,515.023,µm,Spot,Position,1,745
700.036,233.68,516.804,µm,Spot,Position,1,746
690.931,204.504,517.577,µm,Spot,Position,1,747
680.259,191.664,522.848,µm,Spot,Position,1,748
693.557,217.02,523.58,µm,Spot,Position,1,749
667.439,180.118,527.376,µm,Spot,Position,1,750
694.823,230.167,528.889,µm,Spot,Position,1,751
683.88,203.458,530.174,µm,Spot,Position,1,752
672.094,191.837,534.903,µm,Spot,Position,1,753
686.529,216.076,536.001,µm,Spot,Position,1,754
706.115,214.353,476.316,µm,Spot,Position,1,755
707.125,225.567,485.13,µm,Spot,Position,1,756
704.699,223.024,497.291,µm,Spot,Position,1,757
225.268,251.605,482.316,µm,Spot,Position,1,758
226.235,249.78,497.052,µm,Spot,Position,1,759
222.481,264.462,499.693,µm,Spot,Position,1,760
228.324,252.444,512.535,µm,Spot,Position,1,761
223.733,268.396,514.899,µm,Spot,Position,1,762
238.523,239.488,523.241,µm,Spot,Position,1,763
232.281,254.698,527.337,µm,Spot,Position,1,764
227.065,271.49,529.238,µm,Spot,Position,1,765
694.579,242.455,532.47,µm,Spot,Position,1,766
768.986,754.922,492.239,µm,Spot,Position,1,767
768.618,742.292,498.725,µm,Spot,Position,1,768
767.388,728.884,503.888,µm,Spot,Position,1,769
763.783,717.487,509.827,µm,Spot,Position,1,770
763.831,746.532,511.695,µm,Spot,Position,1,771
762.743,733.042,517.509,µm,Spot,Position,1,772
760.203,719.135,522.206,µm,Spot,Position,1,773
758.017,749.362,523.623,µm,Spot,Position,1,774
757.152,736.378,529.399,µm,Spot,Position,1,775
755.785,722.416,534.327,µm,Spot,Position,1,776
750.298,751.754,535.931,µm,Spot,Position,1,777
772.408,750.314,478.482,µm,Spot,Position,1,778
771.602,737.342,485.3,µm,Spot,Position,1,779
769.207,725.008,491.032,µm,Spot,Position,1,780
296.437,818.765,488.371,µm,Spot,Position,1,781
291.347,807.051,505.273,µm,Spot,Position,1,782
301.064,817.368,518.688,µm,Spot,Position,1,783
292.841,802.839,520.841,µm,Spot,Position,1,784
304.545,812.654,532.775,µm,Spot,Position,1,785
296.148,797.698,535.086,µm,Spot,Position,1,786
746.919,818.9,474.134,µm,Spot,Position,1,787
766.308,778.314,476.503,µm,Spot,Position,1,788
758.549,794.425,480.82,µm,Spot,Position,1,789
749.958,808.812,484.323,µm,Spot,Position,1,790
767.94,767.096,484.903,µm,Spot,Position,1,791
761.152,782.656,489.339,µm,Spot,Position,1,792
752.374,797.952,493.606,µm,Spot,Position,1,793
762.619,771.468,497.683,µm,Spot,Position,1,794
742.456,812.085,497.292,µm,Spot,Position,1,795
754.116,786.343,501.971,µm,Spot,Position,1,796
763.748,759.232,504.951,µm,Spot,Position,1,797
744.76,801.103,506.552,µm,Spot,Position,1,798
734.48,814.384,509.943,µm,Spot,Position,1,799
755.653,774.715,510.297,µm,Spot,Position,1,800
746.882,788.615,514.35,µm,Spot,Position,1,801
757.081,762.23,517.197,µm,Spot,Position,1,802
736.59,802.963,518.876,µm,Spot,Position,1,803
725.976,815.396,522.101,µm,Spot,Position,1,804
748.474,776.949,522.43,µm,Spot,Position,1,805
738.979,790.591,526.557,µm,Spot,Position,1,806
749.642,764.674,529.677,µm,Spot,Position,1,807
727.958,803.701,530.732,µm,Spot,Position,1,808
740.417,778.176,534.705,µm,Spot,Position,1,809
716.12,816.045,534.545,µm,Spot,Position,1,810
297.242,820.976,473.688,µm,Spot,Position,1,811
305.965,834.4,485.224,µm,Spot,Position,1,812
308.436,833.25,500.134,µm,Spot,Position,1,813
298.719,820.656,503.498,µm,Spot,Position,1,814
310.999,830.682,515.358,µm,Spot,Position,1,815
314.307,826.42,529.537,µm,Spot,Position,1,816
327.225,857.851,475.547,µm,Spot,Position,1,817
353.705,877.789,478.732,µm,Spot,Position,1,818
316.417,846.398,480.57,µm,Spot,Position,1,819
341.579,867.749,485.002,µm,Spot,Position,1,820
329.501,856.761,490.735,µm,Spot,Position,1,821
356.35,876.246,493.855,µm,Spot,Position,1,822
318.663,845.237,495.534,µm,Spot,Position,1,823
344.548,865.667,500.195,µm,Spot,Position,1,824
372.111,883.123,501.983,µm,Spot,Position,1,825
332.874,854.348,505.514,µm,Spot,Position,1,826
360.308,873.863,508.908,µm,Spot,Position,1,827
321.412,842.815,510.671,µm,Spot,Position,1,828
347.871,862.525,514.714,µm,Spot,Position,1,829
376.256,879.864,516.78,µm,Spot,Position,1,830
336.44,851.364,520.393,µm,Spot,Position,1,831
364.035,869.764,523.567,µm,Spot,Position,1,832
325.171,839.397,525.365,µm,Spot,Position,1,833
351.75,858.815,529.646,µm,Spot,Position,1,834
340.345,847.489,535.107,µm,Spot,Position,1,835
380.769,875.952,531.682,µm,Spot,Position,1,836
699.917,869.268,483.728,µm,Spot,Position,1,837
685.534,879.846,484.915,µm,Spot,Position,1,838
704.032,860.13,494.848,µm,Spot,Position,1,839
689.938,870.951,496.939,µm,Spot,Position,1,840
675.534,881.009,498.204,µm,Spot,Position,1,841
694.184,861.725,507.919,µm,Spot,Position,1,842
680.093,871.551,509.346,µm,Spot,Position,1,843
665.035,881.529,510.528,µm,Spot,Position,1,844
697.887,850.804,518.642,µm,Spot,Position,1,845
684.118,861.52,520.293,µm,Spot,Position,1,846
669.839,872.087,522.184,µm,Spot,Position,1,847
654.57,881.17,523.4,µm,Spot,Position,1,848
701.092,839.68,528.519,µm,Spot,Position,1,849
688.066,851.002,531.015,µm,Spot,Position,1,850
673.42,861.356,532.543,µm,Spot,Position,1,851
659.33,871.129,534.272,µm,Spot,Position,1,852
643.625,880.216,535.341,µm,Spot,Position,1,853
704.011,828.022,537.43,µm,Spot,Position,1,854
736.142,833.014,477.074,µm,Spot,Position,1,855
725.146,845.698,479.51,µm,Spot,Position,1,856
712.681,857.553,481.745,µm,Spot,Position,1,857
739.614,823.214,487.367,µm,Spot,Position,1,858
728.361,836.185,490.401,µm,Spot,Position,1,859
716.661,848.324,492.663,µm,Spot,Position,1,860
731.676,824.899,500.088,µm,Spot,Position,1,861
720.107,837.804,503.417,µm,Spot,Position,1,862
707.982,850.058,505.881,µm,Spot,Position,1,863
722.865,826.938,512.723,µm,Spot,Position,1,864
710.95,839.325,515.823,µm,Spot,Position,1,865
713.92,827.569,525.434,µm,Spot,Position,1,866
369.093,885.734,487,µm,Spot,Position,1,867
439.399,920.709,475.515,µm,Spot,Position,1,868
410.507,909.009,478.191,µm,Spot,Position,1,869
381.706,895.024,479.522,µm,Spot,Position,1,870
427.021,914.194,484.556,µm,Spot,Position,1,871
397.65,900.973,486.536,µm,Spot,Position,1,872
444.523,918.471,491.015,µm,Spot,Position,1,873
414.642,906.984,493.418,µm,Spot,Position,1,874
385.01,892.31,494.897,µm,Spot,Position,1,875
431.871,911.322,500.169,µm,Spot,Position,1,876
401.453,898.325,501.924,µm,Spot,Position,1,877
388.694,889.458,509.901,µm,Spot,Position,1,878
419.205,903.281,509.144,µm,Spot,Position,1,879
436.608,907.343,515.041,µm,Spot,Position,1,880
406.37,894.91,516.66,µm,Spot,Position,1,881
423.839,898.983,523.359,µm,Spot,Position,1,882
393.064,885.385,524.659,µm,Spot,Position,1,883
441.517,902.293,529.804,µm,Spot,Position,1,884
410.69,890.142,531.58,µm,Spot,Position,1,885
487.325,932.26,476.263,µm,Spot,Position,1,886
456.971,924.51,481.513,µm,Spot,Position,1,887
505.173,933.402,481.545,µm,Spot,Position,1,888
474.85,927.128,487.012,µm,Spot,Position,1,889
492.253,928.972,492.406,µm,Spot,Position,1,890
461.853,921.471,496.853,µm,Spot,Position,1,891
479.732,923.651,502.518,µm,Spot,Position,1,892
449.477,914.584,506.368,µm,Spot,Position,1,893
498.479,924.233,507.075,µm,Spot,Position,1,894
467.201,917.288,511.897,µm,Spot,Position,1,895
485.515,918.544,517.292,µm,Spot,Position,1,896
454.39,910.289,520.993,µm,Spot,Position,1,897
503.998,918.69,521.922,µm,Spot,Position,1,898
472.982,912.062,526.474,µm,Spot,Position,1,899
491.39,912.589,531.787,µm,Spot,Position,1,900
459.718,904.602,535.875,µm,Spot,Position,1,901
536.218,935.955,474.668,µm,Spot,Position,1,902
554.055,933.693,478.212,µm,Spot,Position,1,903
571.386,929.914,480.958,µm,Spot,Position,1,904
523.463,933.262,485.578,µm,Spot,Position,1,905
541.726,931.531,489.703,µm,Spot,Position,1,906
559.671,928.319,492.535,µm,Spot,Position,1,907
510.994,929.444,496.665,µm,Spot,Position,1,908
529.291,928.255,500.726,µm,Spot,Position,1,909
547.793,925.418,504.234,µm,Spot,Position,1,910
564.987,922.137,506.52,µm,Spot,Position,1,911
516.598,923.736,511.739,µm,Spot,Position,1,912
535.485,921.632,515.455,µm,Spot,Position,1,913
553.599,918.423,518.257,µm,Spot,Position,1,914
570.701,914.542,520.685,µm,Spot,Position,1,915
522.798,917.156,525.617,µm,Spot,Position,1,916
541.312,914.359,529.387,µm,Spot,Position,1,917
558.851,911.207,531.091,µm,Spot,Position,1,918
510.301,911.819,535.455,µm,Spot,Position,1,919
633.543,913.854,472.972,µm,Spot,Position,1,920
588.715,925.843,483.409,µm,Spot,Position,1,921
606.037,920.615,485.054,µm,Spot,Position,1,922
639.339,907.058,486.424,µm,Spot,Position,1,923
622.862,914.215,485.888,µm,Spot,Position,1,924
576.702,924.514,495.117,µm,Spot,Position,1,925
594.365,919.479,497.169,µm,Spot,Position,1,926
611.838,913.532,498.563,µm,Spot,Position,1,927
628.872,906.566,499.133,µm,Spot,Position,1,928
582.448,917.557,509.125,µm,Spot,Position,1,929
599.99,912.081,510.348,µm,Spot,Position,1,930
634.067,898.624,511.92,µm,Spot,Position,1,931
616.921,905.905,511.198,µm,Spot,Position,1,932
587.895,910.056,521.846,µm,Spot,Position,1,933
605.553,904.122,523.098,µm,Spot,Position,1,934
638.683,889.747,523.671,µm,Spot,Position,1,935
622.692,897.214,523.963,µm,Spot,Position,1,936
576.342,906.356,533.577,µm,Spot,Position,1,937
610.846,895.062,535.318,µm,Spot,Position,1,938
593.533,901.087,534.703,µm,Spot,Position,1,939
627.295,887.922,535.776,µm,Spot,Position,1,940
665.56,897.069,473.255,µm,Spot,Position,1,941
650.119,906.07,473.365,µm,Spot,Position,1,942
670.532,889.826,485.744,µm,Spot,Position,1,943
655.648,898.401,486.467,µm,Spot,Position,1,944
660.365,890.067,498.953,µm,Spot,Position,1,945
644.676,898.843,499.219,µm,Spot,Position,1,946
649.893,890.167,511.464,µm,Spot,Position,1,947
441.043,105.17,540.521,µm,Spot,Position,1,948
458.961,104.882,543.462,µm,Spot,Position,1,949
476.335,104.826,545.365,µm,Spot,Position,1,950
494.367,106.542,547.386,µm,Spot,Position,1,951
310.118,171.082,547.263,µm,Spot,Position,1,952
347.554,139.188,539.314,µm,Spot,Position,1,953
320.308,158.305,540.061,µm,Spot,Position,1,954
364.687,133.167,545.315,µm,Spot,Position,1,955
336.838,151.3,546.97,µm,Spot,Position,1,956
353.688,144.84,553.482,µm,Spot,Position,1,957
326.608,163.397,554.089,µm,Spot,Position,1,958
371.643,139.225,559.218,µm,Spot,Position,1,959
343.496,156.381,561.074,µm,Spot,Position,1,960
360.956,150.672,566.891,µm,Spot,Position,1,961
333.689,168.993,567.837,µm,Spot,Position,1,962
378.853,145.483,572.359,µm,Spot,Position,1,963
350.536,162.643,574.384,µm,Spot,Position,1,964
368.045,157.48,580.253,µm,Spot,Position,1,965
357.883,169.829,587.175,µm,Spot,Position,1,966
375.291,165.381,593.219,µm,Spot,Position,1,967
392.951,118.534,542.333,µm,Spot,Position,1,968
411.659,115.298,546.507,µm,Spot,Position,1,969
429.914,112.94,550.342,µm,Spot,Position,1,970
382.097,128.764,551.052,µm,Spot,Position,1,971
400.31,124.921,555.906,µm,Spot,Position,1,972
418.658,121.86,560.193,µm,Spot,Position,1,973
437.511,120.889,563.882,µm,Spot,Position,1,974
389.367,134.99,564.342,µm,Spot,Position,1,975
407.615,131.919,569.119,µm,Spot,Position,1,976
426.202,129.891,573.172,µm,Spot,Position,1,977
444.586,128.759,575.766,µm,Spot,Position,1,978
396.459,142.101,577.373,µm,Spot,Position,1,979
415.187,139.312,581.604,µm,Spot,Position,1,980
433.852,138.36,585.054,µm,Spot,Position,1,981
385.702,152.958,585.782,µm,Spot,Position,1,982
404.322,150.283,590.237,µm,Spot,Position,1,983
422.781,148.034,593.853,µm,Spot,Position,1,984
441.325,147.209,596.598,µm,Spot,Position,1,985
393.546,161.579,597.537,µm,Spot,Position,1,986
412.154,158.695,601.65,µm,Spot,Position,1,987
448.409,111.869,553.517,µm,Spot,Position,1,988
465.684,112.635,556.121,µm,Spot,Position,1,989
483.514,113.895,557.739,µm,Spot,Position,1,990
501.271,115.97,558.788,µm,Spot,Position,1,991
455.552,121.016,565.949,µm,Spot,Position,1,992
472.759,121.154,567.436,µm,Spot,Position,1,993
490.658,122.703,569.443,µm,Spot,Position,1,994
508.311,125.202,569.896,µm,Spot,Position,1,995
462.061,129.236,577.359,µm,Spot,Position,1,996
479.835,130.248,579.271,µm,Spot,Position,1,997
497.729,132.278,580.248,µm,Spot,Position,1,998
451.725,137.951,587.563,µm,Spot,Position,1,999
469.285,138.077,588.889,µm,Spot,Position,1,1000
487.057,140.003,590.565,µm,Spot,Position,1,1001
505.527,142.049,590.766,µm,Spot,Position,1,1002
459.154,147.667,598.254,µm,Spot,Position,1,1003
476.792,148.179,599.884,µm,Spot,Position,1,1004
494.948,150.128,600.806,µm,Spot,Position,1,1005
540.339,107.451,537.78,µm,Spot,Position,1,1006
564.052,121.839,547.37,µm,Spot,Position,1,1007
511.978,109.05,547.973,µm,Spot,Position,1,1008
529.681,112.632,548.465,µm,Spot,Position,1,1009
547.029,116.936,548.155,µm,Spot,Position,1,1010
570.171,132.426,556.993,µm,Spot,Position,1,1011
553.775,126.963,558.47,µm,Spot,Position,1,1012
519.235,118.666,559.359,µm,Spot,Position,1,1013
536.404,122.261,559.013,µm,Spot,Position,1,1014
560.174,137.6,567.97,µm,Spot,Position,1,1015
543.773,132.683,569.556,µm,Spot,Position,1,1016
525.708,128.457,569.884,µm,Spot,Position,1,1017
567.011,148.997,577.4,µm,Spot,Position,1,1018
550.094,143.521,578.917,µm,Spot,Position,1,1019
515.656,134.758,580.736,µm,Spot,Position,1,1020
532.967,138.598,580.005,µm,Spot,Position,1,1021
573.181,160.449,585.608,µm,Spot,Position,1,1022
556.943,155.23,588.159,µm,Spot,Position,1,1023
540.065,149.428,589.497,µm,Spot,Position,1,1024
522.863,145.339,590.622,µm,Spot,Position,1,1025
563.014,166.938,596.172,µm,Spot,Position,1,1026
546.779,161.511,598.433,µm,Spot,Position,1,1027
530.004,156.494,599.696,µm,Spot,Position,1,1028
512.827,153.051,600.807,µm,Spot,Position,1,1029
626.508,150.775,538.502,µm,Spot,Position,1,1030
611.922,142.728,541.956,µm,Spot,Position,1,1031
596.604,134.998,544.044,µm,Spot,Position,1,1032
580.415,127.958,545.955,µm,Spot,Position,1,1033
632.003,162.125,547.128,µm,Spot,Position,1,1034
617.047,153.558,550.116,µm,Spot,Position,1,1035
602.09,146.091,553.173,µm,Spot,Position,1,1036
586.373,138.625,555.042,µm,Spot,Position,1,1037
622.801,165.289,558.274,µm,Spot,Position,1,1038
607.69,157.534,561.319,µm,Spot,Position,1,1039
592.37,150.304,564.061,µm,Spot,Position,1,1040
576.799,143.248,566.439,µm,Spot,Position,1,1041
613.526,169.353,569.46,µm,Spot,Position,1,1042
598.579,161.942,572.508,µm,Spot,Position,1,1043
582.97,155.299,575.137,µm,Spot,Position,1,1044
588.829,167.078,583.48,µm,Spot,Position,1,1045
645.799,171.008,542.99,µm,Spot,Position,1,1046
271.492,202.681,537.684,µm,Spot,Position,1,1047
295.391,179.83,539.496,µm,Spot,Position,1,1048
262.926,217.332,542.617,µm,Spot,Position,1,1049
285.898,193.424,545.942,µm,Spot,Position,1,1050
255.221,232.025,547.864,µm,Spot,Position,1,1051
276.888,207.017,551.28,µm,Spot,Position,1,1052
300.955,184.444,553.818,µm,Spot,Position,1,1053
268.827,222.065,556.632,µm,Spot,Position,1,1054
292.135,198.29,559.701,µm,Spot,Position,1,1055
282.775,212.552,565.301,µm,Spot,Position,1,1056
307.284,189.944,567.143,µm,Spot,Position,1,1057
